Sequence	Position	P start	P occupied
TEMP	34683	0.0107	0.556
TEMP	34684	0.00988	0.563
TEMP	34685	0.0125	0.573
TEMP	34686	0.0133	0.584
TEMP	34687	0.0141	0.597
TEMP	34688	0.00981	0.606
TEMP	34689	0.00739	0.613
TEMP	34690	0.0053	0.618
TEMP	34691	0.00483	0.622
TEMP	34692	0.0049	0.625
TEMP	34693	0.00696	0.629
TEMP	34694	0.0108	0.633
TEMP	34695	0.0138	0.639
TEMP	34696	0.0176	0.651
TEMP	34697	0.0146	0.662
TEMP	34698	0.0121	0.671
TEMP	34699	0.00588	0.675
TEMP	34700	0.00588	0.679
TEMP	34701	0.00723	0.685
TEMP	34702	0.00816	0.691
TEMP	34703	0.0116	0.701
TEMP	34704	0.0146	0.713
TEMP	34705	0.0124	0.723
TEMP	34706	0.014	0.734
TEMP	34707	0.0157	0.748
TEMP	34708	0.0102	0.756
TEMP	34709	0.00638	0.761
TEMP	34710	0.00312	0.762
TEMP	34711	0.00181	0.761
TEMP	34712	0.00146	0.758
TEMP	34713	0.00264	0.754
TEMP	34714	0.00367	0.751
TEMP	34715	0.00758	0.755
TEMP	34716	0.00863	0.761
TEMP	34717	0.0091	0.769
TEMP	34718	0.00618	0.774
TEMP	34719	0.00404	0.777
TEMP	34720	0.00267	0.778
TEMP	34721	0.00215	0.779
TEMP	34722	0.00211	0.778
TEMP	34723	0.00314	0.777
TEMP	34724	0.00369	0.774
TEMP	34725	0.00317	0.770
TEMP	34726	0.00263	0.765
TEMP	34727	0.00197	0.762
TEMP	34728	0.00227	0.760
TEMP	34729	0.00213	0.759
TEMP	34730	0.00165	0.758
TEMP	34731	0.00114	0.756
TEMP	34732	0.0007	0.755
TEMP	34733	0.000682	0.753
TEMP	34734	0.0014	0.753
TEMP	34735	0.0036	0.756
TEMP	34736	0.00742	0.763
TEMP	34737	0.0103	0.773
TEMP	34738	0.00842	0.781
TEMP	34739	0.00625	0.787
TEMP	34740	0.00242	0.789
TEMP	34741	0.00139	0.789
TEMP	34742	0.000851	0.788
TEMP	34743	0.000734	0.787
TEMP	34744	0.00054	0.786
TEMP	34745	0.000535	0.786
TEMP	34746	0.000752	0.786
TEMP	34747	0.000729	0.787
TEMP	34748	0.00109	0.787
TEMP	34749	0.00157	0.788
TEMP	34750	0.00304	0.790
TEMP	34751	0.00515	0.794
TEMP	34752	0.00573	0.798
TEMP	34753	0.00746	0.804
TEMP	34754	0.00794	0.810
TEMP	34755	0.00815	0.817
TEMP	34756	0.00636	0.823
TEMP	34757	0.00339	0.826
TEMP	34758	0.0011	0.827
TEMP	34759	0.00034	0.827
TEMP	34760	0.0002	0.827
TEMP	34761	0.000184	0.826
TEMP	34762	0.000337	0.826
TEMP	34763	0.000698	0.825
TEMP	34764	0.00164	0.824
TEMP	34765	0.00305	0.825
TEMP	34766	0.00343	0.825
TEMP	34767	0.0025	0.826
TEMP	34768	0.00123	0.825
TEMP	34769	0.000525	0.823
TEMP	34770	0.000368	0.822
TEMP	34771	0.000339	0.821
TEMP	34772	0.000488	0.819
TEMP	34773	0.000974	0.817
TEMP	34774	0.00119	0.817
TEMP	34775	0.00149	0.817
TEMP	34776	0.001	0.818
TEMP	34777	0.000628	0.818
TEMP	34778	0.00031	0.818
TEMP	34779	0.000169	0.817
TEMP	34780	0.000108	0.815
TEMP	34781	0.000166	0.811
TEMP	34782	0.000293	0.803
TEMP	34783	0.000749	0.795
TEMP	34784	0.00255	0.788
TEMP	34785	0.00691	0.789
TEMP	34786	0.0112	0.797
TEMP	34787	0.00873	0.805
TEMP	34788	0.00436	0.808
TEMP	34789	0.00213	0.809
TEMP	34790	0.000773	0.809
TEMP	34791	0.000396	0.808
TEMP	34792	0.000353	0.805
TEMP	34793	0.000511	0.801
TEMP	34794	0.00088	0.793
TEMP	34795	0.00175	0.787
TEMP	34796	0.00232	0.784
TEMP	34797	0.00302	0.783
TEMP	34798	0.00243	0.783
TEMP	34799	0.00142	0.781
TEMP	34800	0.00103	0.779
TEMP	34801	0.000665	0.776
TEMP	34802	0.000573	0.774
TEMP	34803	0.000573	0.771
TEMP	34804	0.000855	0.770
TEMP	34805	0.00167	0.770
TEMP	34806	0.00229	0.772
TEMP	34807	0.00189	0.773
TEMP	34808	0.00161	0.774
TEMP	34809	0.00108	0.774
TEMP	34810	0.000659	0.773
TEMP	34811	0.000552	0.771
TEMP	34812	0.000566	0.764
TEMP	34813	0.000815	0.750
TEMP	34814	0.00125	0.712
TEMP	34815	0.00205	0.665
TEMP	34816	0.00256	0.635
TEMP	34817	0.0033	0.621
TEMP	34818	0.00265	0.617
TEMP	34819	0.00193	0.615
TEMP	34820	0.00197	0.614
TEMP	34821	0.00138	0.613
TEMP	34822	0.00121	0.611
TEMP	34823	0.00107	0.608
TEMP	34824	0.00123	0.606
TEMP	34825	0.00156	0.603
TEMP	34826	0.00131	0.597
TEMP	34827	0.00105	0.588
TEMP	34828	0.000688	0.577
TEMP	34829	0.000404	0.567
TEMP	34830	0.000349	0.557
TEMP	34831	0.000497	0.548
TEMP	34832	0.000499	0.536
TEMP	34833	0.00061	0.523
TEMP	34834	0.000666	0.509
TEMP	34835	0.000428	0.500
TEMP	34836	0.000363	0.493
TEMP	34837	0.000304	0.488
TEMP	34838	0.000332	0.484
TEMP	34839	0.000421	0.479
TEMP	34840	0.00068	0.473
TEMP	34841	0.00142	0.463
TEMP	34842	0.00225	0.452
TEMP	34843	0.00225	0.437
TEMP	34844	0.00187	0.424
TEMP	34845	0.000945	0.413
TEMP	34846	0.000443	0.407
TEMP	34847	0.000238	0.402
TEMP	34848	0.000157	0.394
TEMP	34849	0.000189	0.387
TEMP	34850	0.00022	0.375
TEMP	34851	0.000299	0.361
TEMP	34852	0.000449	0.349
TEMP	34853	0.000634	0.336
TEMP	34854	0.000771	0.321
TEMP	34855	0.000674	0.311
TEMP	34856	0.000486	0.305
TEMP	34857	0.000266	0.302
TEMP	34858	0.000175	0.301
TEMP	34859	0.000157	0.299
TEMP	34860	0.000254	0.297
TEMP	34861	0.000401	0.294
TEMP	34862	0.000798	0.287
TEMP	34863	0.00179	0.280
TEMP	34864	0.0018	0.273
TEMP	34865	0.00145	0.268
TEMP	34866	0.000864	0.265
TEMP	34867	0.000405	0.263
TEMP	34868	0.000253	0.261
TEMP	34869	0.000145	0.259
TEMP	34870	0.000108	0.256
TEMP	34871	0.000115	0.252
TEMP	34872	0.000237	0.249
TEMP	34873	0.000655	0.247
TEMP	34874	0.00149	0.247
TEMP	34875	0.00265	0.247
TEMP	34876	0.00285	0.248
TEMP	34877	0.00194	0.248
TEMP	34878	0.000917	0.248
TEMP	34879	0.000476	0.248
TEMP	34880	0.000378	0.247
TEMP	34881	0.000302	0.246
TEMP	34882	0.000372	0.243
TEMP	34883	0.000541	0.236
TEMP	34884	0.000549	0.226
TEMP	34885	0.000522	0.219
TEMP	34886	0.000505	0.213
TEMP	34887	0.000481	0.211
TEMP	34888	0.000646	0.210
TEMP	34889	0.000792	0.210
TEMP	34890	0.000894	0.210
TEMP	34891	0.000919	0.211
TEMP	34892	0.000752	0.211
TEMP	34893	0.000435	0.211
TEMP	34894	0.000412	0.210
TEMP	34895	0.000298	0.209
TEMP	34896	0.000214	0.208
TEMP	34897	0.000182	0.205
TEMP	34898	0.000143	0.200
TEMP	34899	0.000168	0.195
TEMP	34900	0.000183	0.187
TEMP	34901	0.000248	0.180
TEMP	34902	0.000364	0.172
TEMP	34903	0.000577	0.166
TEMP	34904	0.000642	0.163
TEMP	34905	0.000607	0.163
TEMP	34906	0.000515	0.163
TEMP	34907	0.000503	0.163
TEMP	34908	0.000699	0.164
TEMP	34909	0.00103	0.165
TEMP	34910	0.00138	0.165
TEMP	34911	0.00165	0.165
TEMP	34912	0.00145	0.164
TEMP	34913	0.000945	0.161
TEMP	34914	0.000628	0.159
TEMP	34915	0.000421	0.158
TEMP	34916	0.000423	0.158
TEMP	34917	0.000601	0.159
TEMP	34918	0.000644	0.159
TEMP	34919	0.00066	0.159
TEMP	34920	0.000723	0.159
TEMP	34921	0.000616	0.158
TEMP	34922	0.000636	0.157
TEMP	34923	0.000704	0.157
TEMP	34924	0.000744	0.157
TEMP	34925	0.000741	0.158
TEMP	34926	0.000499	0.158
TEMP	34927	0.000389	0.158
TEMP	34928	0.000322	0.158
TEMP	34929	0.000361	0.158
TEMP	34930	0.000483	0.158
TEMP	34931	0.000616	0.156
TEMP	34932	0.00086	0.150
TEMP	34933	0.00125	0.140
TEMP	34934	0.00112	0.133
TEMP	34935	0.000888	0.129
TEMP	34936	0.000907	0.128
TEMP	34937	0.00122	0.128
TEMP	34938	0.00203	0.130
TEMP	34939	0.00257	0.132
TEMP	34940	0.00206	0.134
TEMP	34941	0.00141	0.134
TEMP	34942	0.00104	0.134
TEMP	34943	0.000849	0.132
TEMP	34944	0.0012	0.130
TEMP	34945	0.00183	0.130
TEMP	34946	0.00305	0.131
TEMP	34947	0.00357	0.134
TEMP	34948	0.00371	0.137
TEMP	34949	0.00328	0.140
TEMP	34950	0.00259	0.142
TEMP	34951	0.00176	0.143
TEMP	34952	0.0014	0.142
TEMP	34953	0.00105	0.141
TEMP	34954	0.001	0.140
TEMP	34955	0.000986	0.140
TEMP	34956	0.00126	0.140
TEMP	34957	0.00281	0.142
TEMP	34958	0.00414	0.145
TEMP	34959	0.0058	0.151
TEMP	34960	0.00705	0.157
TEMP	34961	0.00471	0.160
TEMP	34962	0.00317	0.162
TEMP	34963	0.00144	0.160
TEMP	34964	0.0011	0.158
TEMP	34965	0.00115	0.157
TEMP	34966	0.00123	0.156
TEMP	34967	0.00107	0.155
TEMP	34968	0.00149	0.155
TEMP	34969	0.0027	0.157
TEMP	34970	0.00406	0.160
TEMP	34971	0.00592	0.164
TEMP	34972	0.00556	0.168
TEMP	34973	0.00475	0.172
TEMP	34974	0.00301	0.174
TEMP	34975	0.00187	0.175
TEMP	34976	0.00115	0.176
TEMP	34977	0.00118	0.177
TEMP	34978	0.00122	0.177
TEMP	34979	0.00151	0.178
TEMP	34980	0.00218	0.180
TEMP	34981	0.0023	0.181
TEMP	34982	0.00205	0.183
TEMP	34983	0.00168	0.184
TEMP	34984	0.00105	0.185
TEMP	34985	0.000782	0.186
TEMP	34986	0.000916	0.186
TEMP	34987	0.0012	0.187
TEMP	34988	0.000974	0.186
TEMP	34989	0.000787	0.185
TEMP	34990	0.000538	0.183
TEMP	34991	0.000514	0.182
TEMP	34992	0.000662	0.181
TEMP	34993	0.00114	0.182
TEMP	34994	0.00226	0.184
TEMP	34995	0.00403	0.188
TEMP	34996	0.00449	0.192
TEMP	34997	0.00439	0.196
TEMP	34998	0.00451	0.201
TEMP	34999	0.00382	0.204
TEMP	35000	0.00359	0.207
TEMP	35001	0.00256	0.209
TEMP	35002	0.00256	0.211
TEMP	35003	0.00272	0.213
TEMP	35004	0.00371	0.216
TEMP	35005	0.00503	0.221
TEMP	35006	0.00651	0.228
TEMP	35007	0.0101	0.237
TEMP	35008	0.00961	0.247
TEMP	35009	0.0102	0.256
TEMP	35010	0.00948	0.264
TEMP	35011	0.00862	0.271
TEMP	35012	0.00722	0.276
TEMP	35013	0.00617	0.282
TEMP	35014	0.00569	0.287
TEMP	35015	0.00694	0.294
TEMP	35016	0.00661	0.300
TEMP	35017	0.00634	0.306
TEMP	35018	0.00988	0.316
TEMP	35019	0.01	0.326
TEMP	35020	0.0141	0.339
TEMP	35021	0.0132	0.351
TEMP	35022	0.0105	0.359
TEMP	35023	0.00686	0.363
TEMP	35024	0.00539	0.366
TEMP	35025	0.00373	0.369
TEMP	35026	0.00417	0.373
TEMP	35027	0.00428	0.377
TEMP	35028	0.00362	0.380
TEMP	35029	0.00239	0.382
TEMP	35030	0.00203	0.383
TEMP	35031	0.00186	0.385
TEMP	35032	0.00281	0.387
TEMP	35033	0.00381	0.390
TEMP	35034	0.0058	0.396
TEMP	35035	0.00655	0.402
TEMP	35036	0.00716	0.408
TEMP	35037	0.00593	0.413
TEMP	35038	0.00345	0.416
TEMP	35039	0.0024	0.417
TEMP	35040	0.00151	0.418
TEMP	35041	0.00159	0.419
TEMP	35042	0.00171	0.421
TEMP	35043	0.00159	0.422
TEMP	35044	0.0013	0.423
TEMP	35045	0.00167	0.425
TEMP	35046	0.00187	0.427
TEMP	35047	0.00256	0.429
TEMP	35048	0.0029	0.432
TEMP	35049	0.00328	0.435
TEMP	35050	0.00208	0.436
TEMP	35051	0.00148	0.437
TEMP	35052	0.00131	0.438
TEMP	35053	0.00181	0.439
TEMP	35054	0.0027	0.441
TEMP	35055	0.00294	0.443
TEMP	35056	0.00245	0.445
TEMP	35057	0.00168	0.445
TEMP	35058	0.000802	0.444
TEMP	35059	0.000434	0.443
TEMP	35060	0.000405	0.443
TEMP	35061	0.000726	0.443
TEMP	35062	0.00144	0.444
TEMP	35063	0.00246	0.446
TEMP	35064	0.00387	0.449
TEMP	35065	0.00459	0.453
TEMP	35066	0.0028	0.455
TEMP	35067	0.00164	0.456
TEMP	35068	0.000961	0.456
TEMP	35069	0.000734	0.456
TEMP	35070	0.000691	0.456
TEMP	35071	0.000526	0.456
TEMP	35072	0.000549	0.456
TEMP	35073	0.000677	0.456
TEMP	35074	0.00116	0.457
TEMP	35075	0.00207	0.459
TEMP	35076	0.00424	0.463
TEMP	35077	0.0057	0.468
TEMP	35078	0.00686	0.474
TEMP	35079	0.00553	0.479
TEMP	35080	0.00355	0.481
TEMP	35081	0.00325	0.483
TEMP	35082	0.00213	0.484
TEMP	35083	0.00184	0.485
TEMP	35084	0.00173	0.486
TEMP	35085	0.00176	0.486
TEMP	35086	0.00215	0.485
TEMP	35087	0.00307	0.486
TEMP	35088	0.00318	0.488
TEMP	35089	0.00332	0.490
TEMP	35090	0.00289	0.492
TEMP	35091	0.00278	0.494
TEMP	35092	0.00231	0.494
TEMP	35093	0.00162	0.493
TEMP	35094	0.00139	0.491
TEMP	35095	0.00141	0.488
TEMP	35096	0.00149	0.487
TEMP	35097	0.00221	0.486
TEMP	35098	0.00357	0.488
TEMP	35099	0.00369	0.490
TEMP	35100	0.00387	0.493
TEMP	35101	0.00304	0.495
TEMP	35102	0.00289	0.497
TEMP	35103	0.00183	0.498
TEMP	35104	0.00141	0.496
TEMP	35105	0.000956	0.493
TEMP	35106	0.000814	0.488
TEMP	35107	0.000943	0.482
TEMP	35108	0.00176	0.479
TEMP	35109	0.00377	0.480
TEMP	35110	0.00695	0.485
TEMP	35111	0.00603	0.490
TEMP	35112	0.00372	0.493
TEMP	35113	0.0025	0.494
TEMP	35114	0.00213	0.495
TEMP	35115	0.00229	0.496
TEMP	35116	0.00261	0.496
TEMP	35117	0.00371	0.495
TEMP	35118	0.00364	0.493
TEMP	35119	0.00314	0.491
TEMP	35120	0.00203	0.488
TEMP	35121	0.000903	0.486
TEMP	35122	0.000457	0.484
TEMP	35123	0.000304	0.484
TEMP	35124	0.00022	0.483
TEMP	35125	0.000237	0.482
TEMP	35126	0.000357	0.480
TEMP	35127	0.00058	0.479
TEMP	35128	0.001	0.478
TEMP	35129	0.00137	0.477
TEMP	35130	0.00147	0.477
TEMP	35131	0.000957	0.477
TEMP	35132	0.000469	0.476
TEMP	35133	0.000235	0.476
TEMP	35134	0.000143	0.475
TEMP	35135	0.00018	0.474
TEMP	35136	0.0003	0.473
TEMP	35137	0.000566	0.473
TEMP	35138	0.00136	0.474
TEMP	35139	0.0021	0.476
TEMP	35140	0.00222	0.477
TEMP	35141	0.0029	0.477
TEMP	35142	0.00316	0.476
TEMP	35143	0.00239	0.474
TEMP	35144	0.00243	0.472
TEMP	35145	0.00188	0.470
TEMP	35146	0.00151	0.467
TEMP	35147	0.00174	0.466
TEMP	35148	0.00198	0.465
TEMP	35149	0.00302	0.465
TEMP	35150	0.00313	0.466
TEMP	35151	0.00363	0.466
TEMP	35152	0.00339	0.464
TEMP	35153	0.00216	0.460
TEMP	35154	0.00177	0.451
TEMP	35155	0.0017	0.444
TEMP	35156	0.00197	0.435
TEMP	35157	0.00329	0.429
TEMP	35158	0.00364	0.424
TEMP	35159	0.00335	0.420
TEMP	35160	0.00222	0.416
TEMP	35161	0.000991	0.412
TEMP	35162	0.000496	0.405
TEMP	35163	0.000417	0.399
TEMP	35164	0.000504	0.393
TEMP	35165	0.000729	0.384
TEMP	35166	0.00138	0.375
TEMP	35167	0.00257	0.364
TEMP	35168	0.00313	0.354
TEMP	35169	0.00429	0.348
TEMP	35170	0.00472	0.345
TEMP	35171	0.0045	0.345
TEMP	35172	0.0029	0.344
TEMP	35173	0.00184	0.341
TEMP	35174	0.00109	0.338
TEMP	35175	0.00111	0.336
TEMP	35176	0.00178	0.335
TEMP	35177	0.00317	0.336
TEMP	35178	0.00548	0.340
TEMP	35179	0.00693	0.344
TEMP	35180	0.00595	0.346
TEMP	35181	0.00352	0.344
TEMP	35182	0.00137	0.339
TEMP	35183	0.000826	0.332
TEMP	35184	0.000697	0.327
TEMP	35185	0.000901	0.325
TEMP	35186	0.00198	0.324
TEMP	35187	0.00342	0.326
TEMP	35188	0.00585	0.330
TEMP	35189	0.0053	0.334
TEMP	35190	0.00352	0.336
TEMP	35191	0.00183	0.336
TEMP	35192	0.000749	0.335
TEMP	35193	0.000354	0.334
TEMP	35194	0.000295	0.332
TEMP	35195	0.000432	0.329
TEMP	35196	0.000567	0.326
TEMP	35197	0.00136	0.326
TEMP	35198	0.00291	0.327
TEMP	35199	0.00595	0.332
TEMP	35200	0.00803	0.338
TEMP	35201	0.00738	0.343
TEMP	35202	0.00426	0.344
TEMP	35203	0.00139	0.343
TEMP	35204	0.000725	0.342
TEMP	35205	0.00064	0.342
TEMP	35206	0.000809	0.342
TEMP	35207	0.00196	0.344
TEMP	35208	0.00337	0.346
TEMP	35209	0.00752	0.353
TEMP	35210	0.0113	0.361
TEMP	35211	0.0095	0.367
TEMP	35212	0.00672	0.369
TEMP	35213	0.00413	0.370
TEMP	35214	0.00251	0.371
TEMP	35215	0.00221	0.373
TEMP	35216	0.00284	0.375
TEMP	35217	0.00267	0.377
TEMP	35218	0.00318	0.379
TEMP	35219	0.00428	0.383
TEMP	35220	0.00512	0.387
TEMP	35221	0.0064	0.393
TEMP	35222	0.00606	0.397
TEMP	35223	0.00611	0.399
TEMP	35224	0.00517	0.398
TEMP	35225	0.00616	0.397
TEMP	35226	0.00823	0.400
TEMP	35227	0.00898	0.405
TEMP	35228	0.0107	0.413
TEMP	35229	0.00864	0.419
TEMP	35230	0.0057	0.423
TEMP	35231	0.00449	0.426
TEMP	35232	0.00349	0.428
TEMP	35233	0.0033	0.429
TEMP	35234	0.00429	0.430
TEMP	35235	0.008	0.435
TEMP	35236	0.0104	0.442
TEMP	35237	0.0125	0.452
TEMP	35238	0.0165	0.465
TEMP	35239	0.0152	0.478
TEMP	35240	0.0109	0.488
TEMP	35241	0.00763	0.494
TEMP	35242	0.00387	0.496
TEMP	35243	0.00271	0.497
TEMP	35244	0.00252	0.498
TEMP	35245	0.00329	0.498
TEMP	35246	0.00417	0.498
TEMP	35247	0.00478	0.499
TEMP	35248	0.00376	0.500
TEMP	35249	0.00257	0.499
TEMP	35250	0.0013	0.499
TEMP	35251	0.000813	0.498
TEMP	35252	0.000638	0.498
TEMP	35253	0.000526	0.498
TEMP	35254	0.000898	0.498
TEMP	35255	0.00145	0.497
TEMP	35256	0.00199	0.495
TEMP	35257	0.00289	0.491
TEMP	35258	0.00256	0.488
TEMP	35259	0.0018	0.486
TEMP	35260	0.00208	0.486
TEMP	35261	0.0016	0.485
TEMP	35262	0.00157	0.484
TEMP	35263	0.00118	0.483
TEMP	35264	0.00121	0.480
TEMP	35265	0.00194	0.479
TEMP	35266	0.00342	0.479
TEMP	35267	0.00449	0.481
TEMP	35268	0.0067	0.487
TEMP	35269	0.00814	0.495
TEMP	35270	0.00912	0.504
TEMP	35271	0.00902	0.513
TEMP	35272	0.00724	0.520
TEMP	35273	0.00511	0.524
TEMP	35274	0.00312	0.527
TEMP	35275	0.00237	0.528
TEMP	35276	0.00271	0.530
TEMP	35277	0.0024	0.530
TEMP	35278	0.00152	0.531
TEMP	35279	0.00106	0.532
TEMP	35280	0.000623	0.532
TEMP	35281	0.000615	0.532
TEMP	35282	0.000663	0.533
TEMP	35283	0.00107	0.534
TEMP	35284	0.00129	0.534
TEMP	35285	0.00149	0.535
TEMP	35286	0.00127	0.534
TEMP	35287	0.000936	0.532
TEMP	35288	0.00052	0.530
TEMP	35289	0.000275	0.527
TEMP	35290	0.000278	0.525
TEMP	35291	0.000383	0.523
TEMP	35292	0.000769	0.522
TEMP	35293	0.00138	0.522
TEMP	35294	0.00255	0.523
TEMP	35295	0.00285	0.523
TEMP	35296	0.00349	0.524
TEMP	35297	0.00353	0.524
TEMP	35298	0.00262	0.523
TEMP	35299	0.00202	0.522
TEMP	35300	0.00125	0.521
TEMP	35301	0.000888	0.520
TEMP	35302	0.00112	0.520
TEMP	35303	0.00198	0.520
TEMP	35304	0.00432	0.521
TEMP	35305	0.00663	0.524
TEMP	35306	0.0083	0.529
TEMP	35307	0.00802	0.534
TEMP	35308	0.00592	0.539
TEMP	35309	0.00397	0.543
TEMP	35310	0.00303	0.545
TEMP	35311	0.0017	0.547
TEMP	35312	0.000807	0.547
TEMP	35313	0.000369	0.546
TEMP	35314	0.000216	0.543
TEMP	35315	0.000253	0.540
TEMP	35316	0.00031	0.536
TEMP	35317	0.000416	0.532
TEMP	35318	0.000512	0.528
TEMP	35319	0.000667	0.526
TEMP	35320	0.000655	0.525
TEMP	35321	0.000626	0.524
TEMP	35322	0.000601	0.524
TEMP	35323	0.000616	0.523
TEMP	35324	0.000419	0.520
TEMP	35325	0.000344	0.515
TEMP	35326	0.000269	0.508
TEMP	35327	0.000205	0.502
TEMP	35328	0.000238	0.499
TEMP	35329	0.000376	0.498
TEMP	35330	0.000579	0.498
TEMP	35331	0.00117	0.498
TEMP	35332	0.00163	0.499
TEMP	35333	0.00147	0.498
TEMP	35334	0.00116	0.496
TEMP	35335	0.000523	0.491
TEMP	35336	0.00038	0.486
TEMP	35337	0.000234	0.483
TEMP	35338	0.000239	0.481
TEMP	35339	0.000359	0.481
TEMP	35340	0.000441	0.481
TEMP	35341	0.000455	0.481
TEMP	35342	0.000452	0.481
TEMP	35343	0.000286	0.481
TEMP	35344	0.000143	0.479
TEMP	35345	0.000109	0.477
TEMP	35346	8.41e-05	0.471
TEMP	35347	7.91e-05	0.463
TEMP	35348	7.76e-05	0.456
TEMP	35349	0.000141	0.451
TEMP	35350	0.000268	0.450
TEMP	35351	0.000474	0.450
TEMP	35352	0.000532	0.450
TEMP	35353	0.000578	0.450
TEMP	35354	0.000462	0.448
TEMP	35355	0.000272	0.445
TEMP	35356	0.000183	0.438
TEMP	35357	0.000212	0.427
TEMP	35358	0.000181	0.417
TEMP	35359	0.000231	0.411
TEMP	35360	0.000252	0.407
TEMP	35361	0.000301	0.405
TEMP	35362	0.000335	0.403
TEMP	35363	0.000255	0.400
TEMP	35364	0.000228	0.398
TEMP	35365	0.000321	0.395
TEMP	35366	0.000499	0.391
TEMP	35367	0.000723	0.387
TEMP	35368	0.000809	0.381
TEMP	35369	0.000815	0.376
TEMP	35370	0.000691	0.371
TEMP	35371	0.000507	0.366
TEMP	35372	0.000395	0.360
TEMP	35373	0.000518	0.352
TEMP	35374	0.000683	0.344
TEMP	35375	0.000835	0.334
TEMP	35376	0.000926	0.327
TEMP	35377	0.00111	0.322
TEMP	35378	0.0019	0.319
TEMP	35379	0.00164	0.318
TEMP	35380	0.00155	0.316
TEMP	35381	0.00153	0.313
TEMP	35382	0.00122	0.306
TEMP	35383	0.000996	0.297
TEMP	35384	0.000743	0.285
TEMP	35385	0.00102	0.270
TEMP	35386	0.002	0.256
TEMP	35387	0.00581	0.251
TEMP	35388	0.0101	0.254
TEMP	35389	0.0138	0.264
TEMP	35390	0.0094	0.270
TEMP	35391	0.00496	0.273
TEMP	35392	0.00211	0.272
TEMP	35393	0.00117	0.269
TEMP	35394	0.000933	0.265
TEMP	35395	0.000754	0.262
TEMP	35396	0.000565	0.260
TEMP	35397	0.00043	0.259
TEMP	35398	0.000568	0.259
TEMP	35399	0.00102	0.259
TEMP	35400	0.00134	0.260
TEMP	35401	0.00181	0.261
TEMP	35402	0.00307	0.262
TEMP	35403	0.00291	0.263
TEMP	35404	0.00207	0.263
TEMP	35405	0.0016	0.262
TEMP	35406	0.00136	0.261
TEMP	35407	0.00165	0.261
TEMP	35408	0.00194	0.261
TEMP	35409	0.00156	0.261
TEMP	35410	0.0016	0.261
TEMP	35411	0.00141	0.262
TEMP	35412	0.000889	0.261
TEMP	35413	0.00114	0.258
TEMP	35414	0.00123	0.255
TEMP	35415	0.00171	0.250
TEMP	35416	0.00297	0.245
TEMP	35417	0.00286	0.239
TEMP	35418	0.00374	0.233
TEMP	35419	0.00415	0.230
TEMP	35420	0.00465	0.230
TEMP	35421	0.00389	0.231
TEMP	35422	0.0034	0.232
TEMP	35423	0.00309	0.232
TEMP	35424	0.00277	0.232
TEMP	35425	0.00262	0.233
TEMP	35426	0.00351	0.236
TEMP	35427	0.00356	0.239
TEMP	35428	0.00363	0.242
TEMP	35429	0.00283	0.244
TEMP	35430	0.00186	0.245
TEMP	35431	0.00189	0.245
TEMP	35432	0.00266	0.247
TEMP	35433	0.00463	0.250
TEMP	35434	0.00833	0.257
TEMP	35435	0.0109	0.268
TEMP	35436	0.0143	0.282
TEMP	35437	0.0168	0.298
TEMP	35438	0.0134	0.311
TEMP	35439	0.00887	0.319
TEMP	35440	0.00565	0.324
TEMP	35441	0.00394	0.325
TEMP	35442	0.00297	0.325
TEMP	35443	0.00311	0.325
TEMP	35444	0.00363	0.325
TEMP	35445	0.00526	0.328
TEMP	35446	0.00778	0.333
TEMP	35447	0.0119	0.344
TEMP	35448	0.0117	0.355
TEMP	35449	0.0089	0.363
TEMP	35450	0.00456	0.365
TEMP	35451	0.00296	0.364
TEMP	35452	0.00259	0.360
TEMP	35453	0.00314	0.355
TEMP	35454	0.00638	0.353
TEMP	35455	0.0158	0.363
TEMP	35456	0.0233	0.382
TEMP	35457	0.0356	0.415
TEMP	35458	0.0383	0.451
TEMP	35459	0.0301	0.481
TEMP	35460	0.0191	0.499
TEMP	35461	0.0125	0.512
TEMP	35462	0.00995	0.521
TEMP	35463	0.0081	0.529
TEMP	35464	0.00968	0.538
TEMP	35465	0.0117	0.550
TEMP	35466	0.0182	0.567
TEMP	35467	0.0214	0.588
TEMP	35468	0.0258	0.613
TEMP	35469	0.0243	0.637
TEMP	35470	0.022	0.658
TEMP	35471	0.0147	0.672
TEMP	35472	0.008	0.680
TEMP	35473	0.0055	0.685
TEMP	35474	0.00416	0.689
TEMP	35475	0.00336	0.692
TEMP	35476	0.00556	0.698
TEMP	35477	0.00701	0.704
TEMP	35478	0.00722	0.710
TEMP	35479	0.00865	0.717
TEMP	35480	0.00648	0.722
TEMP	35481	0.00723	0.728
TEMP	35482	0.00769	0.735
TEMP	35483	0.00693	0.742
TEMP	35484	0.00506	0.747
TEMP	35485	0.0037	0.750
TEMP	35486	0.00345	0.753
TEMP	35487	0.00363	0.756
TEMP	35488	0.00334	0.759
TEMP	35489	0.00336	0.762
TEMP	35490	0.00397	0.766
TEMP	35491	0.0024	0.768
TEMP	35492	0.00212	0.770
TEMP	35493	0.00159	0.772
TEMP	35494	0.00159	0.773
TEMP	35495	0.00151	0.775
TEMP	35496	0.00173	0.776
TEMP	35497	0.0021	0.778
TEMP	35498	0.00181	0.779
TEMP	35499	0.00134	0.780
TEMP	35500	0.00114	0.781
TEMP	35501	0.000952	0.781
TEMP	35502	0.00107	0.782
TEMP	35503	0.00177	0.784
TEMP	35504	0.00219	0.786
